,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,latitude,longitude,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,precip,humidity,visibility,cloudcover,heatindex,season,household,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,cyber_cafe,school,college,cinema,crime
3407,2,5,saturday,1,morning,22.5,92.2167,kaptai,rangamati,chattogram,30,25,16,113,0.0,53,10,0,24,winter,13515,31798,27895,59693,114,4.32,230,60.0,85,16,4,4,0,13,1,0,rape
3408,6,25,tuesday,0,night,23.759377,91.143823,kasba,brahmanbaria,chattogram,38,34,27,113,1.8,75,10,17,40,rainy,60919,152090,167131,319221,91,5.23,1293,50.7,616,5,0,1,0,39,8,2,rape
3409,6,25,monday,0,night,23.759377,91.143823,kasba,brahmanbaria,chattogram,36,33,27,200,0.3,76,10,19,38,rainy,60919,152090,167131,319221,91,5.23,1293,50.7,616,5,0,1,0,39,8,2,rape
3410,12,52,wednesday,0,night,25.7708,89.4167,kaunia,rangpur,rangpur,26,22,15,113,0.0,60,10,0,23,winter,56263,112752,115053,227805,98,4.04,1543,41.9,489,12,0,2,0,38,5,1,rape
3411,3,11,sunday,0,night,22.62,90.07,kawkhali,pirojpur,barisal,34,30,22,113,0.6,62,10,6,29,hot,16208,34893,35237,70130,99,4.32,881,64.6,371,1,0,1,3,17,2,1,rape
3412,5,21,saturday,1,evening,22.5333,92.0167,kawkhali,rangamati,chattogram,35,31,25,356,7.5,77,8,27,34,hot,12865,30516,29062,59578,105,4.56,176,44.2,48,18,0,8,1,8,3,1,rape
3413,8,31,sunday,0,morning,22.62,90.07,kawkhali,pirojpur,barisal,33,30,27,353,2.8,75,9,57,34,rainy,16208,34893,35237,70130,99,4.32,881,64.6,371,1,0,1,3,17,2,1,rape
3414,3,11,thursday,0,night,22.62,90.07,kawkhali,pirojpur,barisal,33,29,21,113,0.0,34,10,0,27,hot,16208,34893,35237,70130,99,4.32,881,64.6,371,1,0,1,3,17,2,1,rape
3415,12,49,friday,1,night,22.870267,89.237263,keshabpur,jashore,khulna,29,24,18,113,0.0,45,10,0,24,winter,62309,126656,126635,253291,100,4.1,980,55.2,895,75,2,3,1,73,12,0,rape
3416,7,30,tuesday,0,night,22.870267,89.237263,keshabpur,jashore,khulna,33,31,27,119,0.2,75,10,54,36,rainy,62309,126656,126635,253291,100,4.1,980,55.2,895,75,2,3,1,73,12,0,rape
3417,6,26,friday,1,night,22.870267,89.237263,keshabpur,jashore,khulna,33,32,30,356,16.4,70,9,35,37,rainy,62309,126656,126635,253291,100,4.1,980,55.2,895,75,2,3,1,73,12,0,rape
3418,12,52,wednesday,0,night,22.870267,89.237263,keshabpur,jashore,khulna,27,23,17,113,0.0,46,10,9,22,winter,62309,126656,126635,253291,100,4.1,980,55.2,895,75,2,3,1,73,12,0,rape
3419,6,25,thursday,0,evening,23.0417,91.9944,khagrachhari sadar,khagrachhari,chattogram,35,31,26,356,11.8,82,9,38,35,rainy,24316,58325,53508,111833,109,4.49,375,57.1,182,17,0,3,0,21,0,0,rape
3420,11,47,monday,0,night,24.7,91.125,khaliajuri,netrokona,mymensingh,31,27,23,113,0.0,68,10,0,29,winter,18903,49795,47655,97450,104,5.13,327,30.4,130,1,0,1,0,12,2,0,rape
3421,11,47,friday,1,noon,24.7,91.125,khaliajuri,netrokona,mymensingh,32,27,22,113,0.0,63,10,0,28,winter,18903,49795,47655,97450,104,5.13,327,30.4,130,1,0,1,0,12,2,0,rape
3422,11,47,friday,1,noon,24.7,91.125,khaliajuri,netrokona,mymensingh,32,27,22,113,0.0,63,10,0,28,winter,18903,49795,47655,97450,104,5.13,327,30.4,130,1,0,1,0,12,2,0,rape
3423,12,48,sunday,0,night,25.9278,88.7333,khansama,dinajpur,rangpur,31,27,21,113,0.0,65,10,0,28,winter,39440,86731,85033,171764,102,4.35,965,47.5,564,142,1,1,0,58,9,0,rape
3424,7,28,thursday,0,night,23.8,89.2833,khoksa,kushtia,khulna,31,29,27,359,36.1,84,7,51,35,rainy,32110,66986,67661,134647,99,4.03,1236,44.7,257,42,0,2,0,23,4,2,rape
3425,7,28,thursday,0,night,23.8,89.2833,khoksa,kushtia,khulna,31,29,27,359,36.1,84,7,51,35,rainy,32110,66986,67661,134647,99,4.03,1236,44.7,257,42,0,2,0,23,4,2,rape
3426,6,26,wednesday,0,night,23.8,89.2833,khoksa,kushtia,khulna,39,34,29,116,1.1,60,10,32,39,rainy,32110,66986,67661,134647,99,4.03,1236,44.7,257,42,0,2,0,23,4,2,rape
3427,7,27,tuesday,0,evening,23.8,89.2833,khoksa,kushtia,khulna,34,31,28,356,8.7,74,9,63,36,rainy,32110,66986,67661,134647,99,4.03,1236,44.7,257,42,0,2,0,23,4,2,rape
3428,9,40,monday,0,night,23.8,89.2833,khoksa,kushtia,khulna,26,25,24,353,48.2,92,8,72,27,rainy,32110,66986,67661,134647,99,4.03,1236,44.7,257,42,0,2,0,23,4,2,rape
3429,8,33,saturday,1,night,25.9111,89.025,kishorganj,nilphamari,rangpur,32,31,27,359,52.8,84,7,48,38,rainy,65798,130931,130138,261069,101,3.96,1273,38.5,692,1,0,1,0,42,6,4,rape
3430,2,8,sunday,0,noon,25.9111,89.025,kishorganj,nilphamari,rangpur,31,26,20,119,0.1,54,10,24,25,winter,65798,130931,130138,261069,101,3.96,1273,38.5,692,1,0,1,0,42,6,4,rape
3431,1,4,thursday,0,night,22.9833,89.9917,kotalipara,gopalganj,dhaka,31,27,21,113,0.0,48,10,0,27,winter,48029,113492,117001,230493,97,4.79,648,59.2,544,0,0,2,0,40,4,1,rape
3432,8,33,tuesday,0,morning,22.9833,89.9917,kotalipara,gopalganj,dhaka,34,31,28,356,9.6,76,9,38,37,rainy,48029,113492,117001,230493,97,4.79,648,59.2,544,0,0,2,0,40,4,1,rape
3433,8,33,tuesday,0,morning,22.9833,89.9917,kotalipara,gopalganj,dhaka,34,31,28,356,9.6,76,9,38,37,rainy,48029,113492,117001,230493,97,4.79,648,59.2,544,0,0,2,0,40,4,1,rape
3434,5,18,saturday,1,night,23.4,89.0167,kotchandpur,jhenaidah,khulna,41,36,28,200,0.2,56,10,10,39,hot,34249,70912,70209,141121,101,4.12,852,50.4,337,32,0,4,0,22,4,0,rape
3435,6,23,thursday,0,night,24.489182,92.024555,kulaura,moulvibazar,sylhet,37,33,28,176,2.3,67,10,27,38,rainy,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3436,7,27,wednesday,0,night,24.489182,92.024555,kulaura,moulvibazar,sylhet,32,29,25,359,19.9,86,8,52,34,rainy,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3437,4,16,monday,0,night,24.489182,92.024555,kulaura,moulvibazar,sylhet,38,33,25,113,0.5,56,10,8,35,hot,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3438,10,41,saturday,1,night,24.489182,92.024555,kulaura,moulvibazar,sylhet,26,23,22,302,15.2,95,8,77,26,rainy,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3439,4,16,monday,0,night,24.489182,92.024555,kulaura,moulvibazar,sylhet,38,33,25,113,0.5,56,10,8,35,hot,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3440,2,5,saturday,1,evening,24.489182,92.024555,kulaura,moulvibazar,sylhet,29,23,14,116,0.0,57,10,12,21,winter,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3441,5,20,tuesday,0,night,24.489182,92.024555,kulaura,moulvibazar,sylhet,33,30,25,356,17.4,84,9,41,35,hot,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3442,4,16,monday,0,night,24.489182,92.024555,kulaura,moulvibazar,sylhet,38,33,25,113,0.5,56,10,8,35,hot,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3443,10,43,thursday,0,night,24.489182,92.024555,kulaura,moulvibazar,sylhet,23,22,21,302,7.7,86,9,63,23,rainy,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3444,4,16,monday,0,night,24.489182,92.024555,kulaura,moulvibazar,sylhet,38,33,25,113,0.5,56,10,8,35,hot,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3445,8,34,tuesday,0,noon,24.489182,92.024555,kulaura,moulvibazar,sylhet,33,30,25,200,0.0,77,10,23,33,rainy,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3446,4,16,thursday,0,night,24.489182,92.024555,kulaura,moulvibazar,sylhet,35,32,26,119,0.8,47,10,46,32,hot,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3447,2,5,sunday,0,evening,24.489182,92.024555,kulaura,moulvibazar,sylhet,30,25,16,113,0.0,51,10,0,23,winter,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3448,7,30,wednesday,0,evening,24.489182,92.024555,kulaura,moulvibazar,sylhet,32,29,25,386,8.3,89,8,52,33,rainy,66465,175832,184363,360195,95,5.41,660,51.9,884,7,0,2,0,36,4,0,rape
3449,12,49,saturday,1,night,23.8542,89.2417,kumarkhali,kushtia,khulna,30,26,21,113,0.0,49,10,19,25,winter,79008,169768,171482,341250,99,4.16,1272,45.3,645,13,2,5,0,52,9,1,rape
3450,7,29,wednesday,0,night,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,31,29,28,356,8.4,81,9,40,35,rainy,79147,166584,166582,333166,100,4.19,1263,47.4,1027,4,2,2,0,25,11,3,rape
3451,9,39,sunday,0,night,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,23,23,22,302,22.5,95,8,96,25,rainy,79147,166584,166582,333166,100,4.19,1263,47.4,1027,4,2,2,0,25,11,3,rape
3452,4,18,wednesday,0,night,21.775,92.2,lama,bandarban,chattogram,32,30,27,116,0.0,79,10,33,34,hot,22447,56610,52385,108995,108,4.81,162,34.0,146,30,1,5,0,4,1,2,rape
3453,5,21,monday,0,evening,21.775,92.2,lama,bandarban,chattogram,35,33,29,176,0.2,76,10,31,39,hot,22447,56610,52385,108995,108,4.81,162,34.0,146,30,1,5,0,4,1,2,rape
3454,8,34,friday,1,night,21.775,92.2,lama,bandarban,chattogram,31,28,27,353,1.9,85,10,59,33,rainy,22447,56610,52385,108995,108,4.81,162,34.0,146,30,1,5,0,4,1,2,rape
3455,8,34,tuesday,0,night,21.775,92.2,lama,bandarban,chattogram,29,28,27,356,19.1,85,9,70,32,rainy,22447,56610,52385,108995,108,4.81,162,34.0,146,30,1,5,0,4,1,2,rape
3456,8,31,saturday,1,noon,22.95,92.15,langadu,rangamati,chattogram,34,30,24,356,6.7,84,7,43,33,rainy,17983,42226,39322,81548,107,4.49,210,44.2,137,68,0,5,0,8,1,0,rape
3457,7,28,sunday,0,evening,24.1028,91.2917,madhabpur,habiganj,sylhet,36,32,27,356,6.4,78,9,46,37,rainy,62300,155882,163134,319016,96,5.12,1084,39.8,560,1,0,3,1,21,3,0,rape
3458,1,3,friday,1,night,24.1028,91.2917,madhabpur,habiganj,sylhet,28,25,18,116,0.0,52,10,18,23,winter,62300,155882,163134,319016,96,5.12,1084,39.8,560,1,0,3,1,21,3,0,rape
3459,2,7,tuesday,0,morning,24.1028,91.2917,madhabpur,habiganj,sylhet,29,25,18,113,0.0,48,10,9,23,winter,62300,155882,163134,319016,96,5.12,1084,39.8,560,1,0,3,1,21,3,0,rape
3460,1,2,tuesday,0,night,24.1028,91.2917,madhabpur,habiganj,sylhet,24,22,13,113,0.0,52,10,0,20,winter,62300,155882,163134,319016,96,5.12,1084,39.8,560,1,0,3,1,21,3,0,rape
3461,5,20,sunday,0,night,24.1028,91.2917,madhabpur,habiganj,sylhet,32,31,27,359,34.3,76,8,40,35,hot,62300,155882,163134,319016,96,5.12,1084,39.8,560,1,0,3,1,21,3,0,rape
3462,12,51,tuesday,0,night,24.1028,91.2917,madhabpur,habiganj,sylhet,26,23,17,116,0.0,70,10,18,22,winter,62300,155882,163134,319016,96,5.12,1084,39.8,560,1,0,3,1,21,3,0,rape
3463,1,4,tuesday,0,night,24.1028,91.2917,madhabpur,habiganj,sylhet,31,27,18,113,0.0,53,10,0,25,winter,62300,155882,163134,319016,96,5.12,1084,39.8,560,1,0,3,1,21,3,0,rape
3464,8,31,thursday,0,night,23.5417,89.6306,madhukhali,faridpur,dhaka,31,29,26,359,20.4,82,8,63,34,rainy,45939,101719,102773,204492,99,4.45,886,52.5,825,50,1,1,0,36,3,2,rape
3465,6,25,saturday,1,night,23.5417,89.6306,madhukhali,faridpur,dhaka,34,32,28,386,12.2,71,9,41,38,rainy,45939,101719,102773,204492,99,4.45,886,52.5,825,50,1,1,0,36,3,2,rape
3466,11,48,monday,0,evening,24.61667,90.01806,madhupur,tangail,dhaka,31,27,22,113,0.0,63,10,0,28,winter,76000,147619,149110,296729,99,3.87,804,41.2,885,10,1,3,0,29,1,3,rape
3467,5,19,friday,1,evening,24.61667,90.01806,madhupur,tangail,dhaka,44,37,27,116,0.0,60,10,11,38,hot,76000,147619,149110,296729,99,3.87,804,41.2,885,10,1,3,0,29,1,3,rape
3468,8,34,thursday,0,night,24.61667,90.01806,madhupur,tangail,dhaka,35,33,29,176,0.3,66,10,25,38,rainy,76000,147619,149110,296729,99,3.87,804,41.2,885,10,1,3,0,29,1,3,rape
3469,8,33,wednesday,0,night,24.61667,90.01806,madhupur,tangail,dhaka,36,32,29,356,11.2,70,9,34,40,rainy,76000,147619,149110,296729,99,3.87,804,41.2,885,10,1,3,0,29,1,3,rape
3470,5,21,friday,1,night,24.61667,90.01806,madhupur,tangail,dhaka,34,30,25,356,27.7,79,8,56,35,hot,76000,147619,149110,296729,99,3.87,804,41.2,885,10,1,3,0,29,1,3,rape
3471,10,42,tuesday,0,noon,24.61667,90.01806,madhupur,tangail,dhaka,30,27,22,386,15.2,85,9,22,29,rainy,76000,147619,149110,296729,99,3.87,804,41.2,885,10,1,3,0,29,1,3,rape
3472,8,34,friday,1,night,24.61667,90.01806,madhupur,tangail,dhaka,35,32,28,353,1.7,66,10,44,38,rainy,76000,147619,149110,296729,99,3.87,804,41.2,885,10,1,3,0,29,1,3,rape
3473,8,34,thursday,0,night,24.61667,90.01806,madhupur,tangail,dhaka,35,33,29,176,0.3,66,10,25,38,rainy,76000,147619,149110,296729,99,3.87,804,41.2,885,10,1,3,0,29,1,3,rape
3474,5,21,monday,0,evening,24.61667,90.01806,madhupur,tangail,dhaka,40,35,27,116,1.1,59,10,14,38,hot,76000,147619,149110,296729,99,3.87,804,41.2,885,10,1,3,0,29,1,3,rape
3475,2,6,sunday,0,night,23.0167,89.2333,manirampur,jashore,khulna,33,27,20,113,0.0,35,10,4,25,winter,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3476,11,45,monday,0,night,23.0167,89.2333,manirampur,jashore,khulna,33,29,24,119,0.8,68,10,21,30,winter,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3477,12,51,friday,1,night,23.0167,89.2333,manirampur,jashore,khulna,27,23,17,113,0.0,56,10,0,22,winter,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3478,7,28,monday,0,night,23.0167,89.2333,manirampur,jashore,khulna,35,32,28,353,3.6,69,10,39,37,rainy,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3479,10,44,tuesday,0,night,23.0167,89.2333,manirampur,jashore,khulna,27,25,22,266,2.8,83,9,55,26,rainy,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3480,1,1,sunday,0,night,23.0167,89.2333,manirampur,jashore,khulna,26,21,14,113,0.0,45,10,1,20,winter,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3481,3,11,monday,0,evening,23.0167,89.2333,manirampur,jashore,khulna,32,28,20,113,0.0,34,10,5,26,hot,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3482,10,42,friday,1,noon,23.0167,89.2333,manirampur,jashore,khulna,26,26,25,359,104.8,92,6,87,29,rainy,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3483,7,29,sunday,0,night,23.0167,89.2333,manirampur,jashore,khulna,35,32,28,356,11.6,74,9,36,38,rainy,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3484,10,44,thursday,0,night,23.0167,89.2333,manirampur,jashore,khulna,29,27,24,116,0.2,74,10,14,29,rainy,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3485,4,14,sunday,0,night,23.0167,89.2333,manirampur,jashore,khulna,36,32,25,116,0.2,48,10,22,31,hot,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3486,11,46,monday,0,noon,23.0167,89.2333,manirampur,jashore,khulna,28,26,22,116,0.1,80,10,41,27,winter,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3487,9,36,wednesday,0,night,23.0167,89.2333,manirampur,jashore,khulna,31,30,27,386,17.1,85,9,45,36,rainy,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3488,11,46,wednesday,0,evening,23.0167,89.2333,manirampur,jashore,khulna,31,28,23,113,0.0,66,10,0,29,winter,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3489,9,36,thursday,0,night,23.0167,89.2333,manirampur,jashore,khulna,32,30,27,356,10.2,84,9,34,35,rainy,101239,206842,210579,417421,98,4.1,940,53.7,1329,125,0,5,2,116,14,3,rape
3490,2,6,tuesday,0,morning,22.2869,89.9667,mathbaria,pirojpur,barisal,28,26,21,176,0.4,61,10,21,26,winter,61187,128845,133996,262841,96,4.3,764,61.7,818,16,0,2,8,47,6,1,rape
3491,10,41,thursday,0,morning,22.2869,89.9667,mathbaria,pirojpur,barisal,33,31,27,113,0.6,78,10,17,36,rainy,61187,128845,133996,262841,96,4.3,764,61.7,818,16,0,2,8,47,6,1,rape
3492,9,37,sunday,0,night,22.2869,89.9667,mathbaria,pirojpur,barisal,32,30,28,176,0.8,80,10,29,36,rainy,61187,128845,133996,262841,96,4.3,764,61.7,818,16,0,2,8,47,6,1,rape
3493,12,52,sunday,0,afternoon,22.2869,89.9667,mathbaria,pirojpur,barisal,26,22,16,113,0.0,46,10,0,21,winter,61187,128845,133996,262841,96,4.3,764,61.7,818,16,0,2,8,47,6,1,rape
3494,8,33,thursday,0,night,22.2869,89.9667,mathbaria,pirojpur,barisal,33,31,28,353,4.7,76,10,34,36,rainy,61187,128845,133996,262841,96,4.3,764,61.7,818,16,0,2,8,47,6,1,rape
3495,5,20,thursday,0,night,22.2869,89.9667,mathbaria,pirojpur,barisal,35,32,29,200,0.7,72,10,29,38,hot,61187,128845,133996,262841,96,4.3,764,61.7,818,16,0,2,8,47,6,1,rape
3496,2,6,tuesday,0,morning,22.2869,89.9667,mathbaria,pirojpur,barisal,28,26,21,176,0.4,61,10,21,26,winter,61187,128845,133996,262841,96,4.3,764,61.7,818,16,0,2,8,47,6,1,rape
3497,5,18,thursday,0,night,22.2869,89.9667,mathbaria,pirojpur,barisal,32,31,28,200,3.3,67,10,27,34,hot,61187,128845,133996,262841,96,4.3,764,61.7,818,16,0,2,8,47,6,1,rape
3498,6,27,monday,0,evening,22.8319,90.5333,mehendiganj,barisal,barisal,33,31,28,353,4.2,71,10,43,35,rainy,65231,146926,154120,301046,95,4.61,719,48.6,414,145,0,2,2,36,5,4,rape
3499,4,15,wednesday,0,evening,24.9667,89.8333,melandah,jamalpur,mymensingh,35,30,23,176,6.0,64,9,14,31,hot,79390,154110,159072,313182,97,3.93,1212,35.7,702,45,0,1,0,37,7,2,rape
3500,11,45,tuesday,0,night,24.9667,89.8333,melandah,jamalpur,mymensingh,30,27,22,176,0.9,72,10,28,28,winter,79390,154110,159072,313182,97,3.93,1212,35.7,702,45,0,1,0,37,7,2,rape
3501,4,17,thursday,0,morning,24.9667,89.8333,melandah,jamalpur,mymensingh,38,32,27,386,5.1,74,10,32,36,hot,79390,154110,159072,313182,97,3.93,1212,35.7,702,45,0,1,0,37,7,2,rape
3502,8,34,friday,1,night,23.9333,89.0,mirpur,kushtia,khulna,33,31,28,353,2.1,78,10,40,36,rainy,82783,172387,170680,343067,101,3.98,1082,41.9,448,52,1,8,1,55,11,0,rape
3503,5,22,monday,0,night,22.3625,90.2417,mirzaganj,patuakhali,barisal,37,34,30,116,0.3,67,10,26,41,hot,28205,59292,62424,121716,95,4.3,728,59.4,1070,19,0,2,0,31,5,1,rape
3504,4,15,friday,1,night,24.1083,90.0917,mirzapur,tangail,dhaka,34,32,26,353,8.0,60,10,33,34,hot,94000,195396,212385,407781,92,4.28,1091,55.5,720,20,0,3,0,53,7,1,rape
3505,6,23,monday,0,night,25.5417,89.2833,mithapukur,rangpur,rangpur,37,33,27,353,1.6,67,10,41,37,rainy,135073,252790,255343,508133,99,3.75,985,46.0,1192,0,0,2,0,102,11,5,rape
3506,8,33,friday,1,night,25.5417,89.2833,mithapukur,rangpur,rangpur,34,31,27,386,4.9,76,10,46,37,rainy,135073,252790,255343,508133,99,3.75,985,46.0,1192,0,0,2,0,102,11,5,rape
3507,12,51,tuesday,0,night,25.5417,89.2833,mithapukur,rangpur,rangpur,25,20,14,248,0.0,85,8,36,19,winter,135073,252790,255343,508133,99,3.75,985,46.0,1192,0,0,2,0,102,11,5,rape
3508,7,28,thursday,0,noon,21.55,91.95,moheshkhali,coxsbazar,chattogram,29,28,27,359,47.2,86,6,63,33,rainy,58177,165693,155525,321218,107,5.5,887,30.8,472,6,0,3,5,20,4,0,rape
3509,7,28,thursday,0,noon,21.55,91.95,moheshkhali,coxsbazar,chattogram,29,28,27,359,47.2,86,6,63,33,rainy,58177,165693,155525,321218,107,5.5,887,30.8,472,6,0,3,5,20,4,0,rape
3510,7,27,tuesday,0,evening,21.55,91.95,moheshkhali,coxsbazar,chattogram,28,27,27,356,39.7,88,7,94,32,rainy,58177,165693,155525,321218,107,5.5,887,30.8,472,6,0,3,5,20,4,0,rape
3511,8,35,wednesday,0,night,23.35,88.9125,moheshpur,jhenaidah,khulna,30,28,25,356,16.9,90,7,69,33,rainy,79761,166257,166257,332514,100,4.16,796,44.8,747,72,0,2,1,40,9,2,rape
3512,12,51,thursday,0,night,23.35,88.9125,moheshpur,jhenaidah,khulna,25,21,14,113,0.0,45,10,0,20,winter,79761,166257,166257,332514,100,4.16,796,44.8,747,72,0,2,1,40,9,2,rape
3513,10,43,sunday,0,morning,22.8887,89.771842,mollahat,bagerhat,khulna,29,27,23,119,1.4,82,10,52,28,rainy,28498,77094,77871,154965,99,4.55,697,50.0,405,40,2,3,0,23,3,1,rape
3514,10,43,tuesday,0,night,22.8887,89.771842,mollahat,bagerhat,khulna,32,29,25,176,3.0,71,10,30,32,rainy,28498,77094,77871,154965,99,4.55,697,50.0,405,40,2,3,0,23,3,1,rape
3515,7,28,saturday,1,night,22.4833,89.6083,mongla,bagerhat,khulna,33,31,28,359,18.4,79,8,47,37,rainy,32383,154302,140274,294576,110,4.02,93,57.2,256,16,0,4,1,27,3,2,rape
3516,10,43,wednesday,0,night,22.2986,90.9792,monpura,bhola,barisal,31,29,26,176,4.0,75,9,37,32,rainy,17080,38746,37836,76582,102,4.48,205,32.1,197,75,0,1,3,8,2,2,rape
3517,10,43,saturday,1,evening,22.2986,90.9792,monpura,bhola,barisal,29,28,25,356,37.7,85,8,44,31,rainy,17080,38746,37836,76582,102,4.48,205,32.1,197,75,0,1,3,8,2,2,rape
3518,7,27,tuesday,0,night,22.45,89.8583,morrelganj,bagerhat,khulna,31,30,28,356,20.4,80,8,75,36,rainy,75968,66543,70045,136588,95,3.87,639,60.7,740,6,0,5,0,59,9,0,rape
3519,11,44,friday,1,night,22.45,89.8583,morrelganj,bagerhat,khulna,30,28,24,116,1.2,76,10,19,29,winter,75968,66543,70045,136588,95,3.87,639,60.7,740,6,0,5,0,59,9,0,rape
3520,1,3,wednesday,0,night,22.45,89.8583,morrelganj,bagerhat,khulna,29,25,19,113,0.0,60,10,0,25,winter,75968,66543,70045,136588,95,3.87,639,60.7,740,6,0,5,0,59,9,0,rape
3521,7,28,friday,1,night,24.7583,90.2667,muktagacha,mymensingh,mymensingh,35,32,27,200,2.3,81,10,39,39,rainy,96657,206693,208780,415473,99,4.28,1320,43.5,871,16,0,2,0,43,3,3,rape
3522,4,17,monday,0,morning,24.7583,90.2667,muktagacha,mymensingh,mymensingh,31,29,23,386,18.9,87,9,49,32,hot,96657,206693,208780,415473,99,4.28,1320,43.5,871,16,0,2,0,43,3,3,rape
3523,11,48,thursday,0,night,24.7583,90.2667,muktagacha,mymensingh,mymensingh,31,26,20,113,0.0,66,10,0,26,winter,96657,206693,208780,415473,99,4.28,1320,43.5,871,16,0,2,0,43,3,3,rape
3524,8,33,sunday,0,evening,24.75,90.4167,mymensingh sadar,mymensingh,mymensingh,33,30,26,353,3.2,78,9,46,35,rainy,167472,391707,384026,775733,102,4.51,2037,51.7,1332,32,3,5,4,86,15,5,rape
3525,3,12,friday,1,night,25.7583,89.2333,rangpur sadar,rangpur,rangpur,38,31,22,113,0.0,18,10,0,28,hot,165017,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,15,106,11,2,rape
3526,4,14,thursday,0,night,25.8542,88.3667,pirganj,thakurgaon,rangpur,35,31,24,116,0.0,40,10,20,30,hot,58299,122553,120982,243535,101,4.17,688,47.8,557,18,1,1,0,87,9,2,rape
3527,12,51,monday,0,night,25.6333,88.65,dinajpur sadar,dinajpur,rangpur,27,23,18,116,0.0,53,10,22,24,winter,111779,247792,236805,484597,105,4.19,1366,64.3,913,26,1,5,3,73,12,3,rape
3528,12,51,monday,0,night,25.6333,88.65,dinajpur sadar,dinajpur,rangpur,27,23,18,116,0.0,53,10,22,24,winter,111779,247792,236805,484597,105,4.19,1366,64.3,913,26,1,5,3,73,12,3,rape
3529,12,50,monday,0,evening,23.6,90.5,narayanganj sadar,narayanganj,dhaka,28,25,21,116,0.0,54,10,35,26,winter,313312,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,0,62,6,12,rape
3530,12,49,sunday,0,noon,23.605717,89.841728,faridpur sadar,faridpur,dhaka,28,25,20,119,0.0,53,10,44,25,winter,103535,235762,233648,469410,101,4.45,1137,55.8,856,108,1,3,0,74,8,3,rape
3531,5,19,wednesday,0,night,24.3167,90.9333,nikli,kishoreganj,dhaka,32,30,25,359,21.0,83,8,50,34,hot,30450,66997,66732,133729,100,4.38,624,28.9,236,24,0,1,0,10,1,0,rape
3532,3,12,monday,0,night,24.375,91.4167,habiganj sadar,habiganj,sylhet,35,30,20,113,0.0,57,10,4,29,hot,62281,163576,165517,329093,99,5.26,1297,50.7,374,5,1,2,2,17,3,3,rape
3533,3,11,sunday,0,noon,22.7,90.3667,barisal sadar,barisal,barisal,33,30,24,263,0.8,58,9,17,30,hot,42065,97732,101007,198739,97,4.49,1625,69.3,605,42,3,1,0,44,10,0,rape
3534,3,11,wednesday,0,night,25.8167,89.65,kurigram sadar,kurigram,rangpur,33,30,21,116,0.0,39,10,13,28,hot,72592,78568,81682,160250,98,4.26,1130,46.1,657,1,2,2,0,9,9,2,rape
